!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9979313198179561, "ud.x": 0.002068680182043856}
japonés	{"ud.propn": 0.07692307692307693, "ud.adj": 0.6923076923076923, "ud.noun": 0.23076923076923078}
japón	{"ud.propn": 1.0}
jardines	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
jardín	{"ud.propn": 0.18518518518518517, "ud.noun": 0.8148148148148148}
jason	{"ud.propn": 1.0}
java	{"ud.propn": 1.0}
javier	{"ud.propn": 1.0}
jazz	{"ud.propn": 0.5714285714285714, "ud.noun": 0.42857142857142855}
jaén	{"ud.propn": 1.0}
jean	{"ud.propn": 1.0}
jefatura	{"ud.propn": 0.25, "ud.noun": 0.75}
jefe	{"ud.noun": 0.9574468085106383, "ud.propn": 0.0425531914893617}
jefes	{"ud.noun": 1.0}
jeff	{"ud.propn": 1.0}
jefferson	{"ud.propn": 1.0}
jenkins	{"ud.propn": 1.0}
jennifer	{"ud.propn": 1.0}
jerarquía	{"ud.propn": 0.125, "ud.noun": 0.875}
jerez	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
jerry	{"ud.propn": 1.0}
jersey	{"ud.propn": 1.0}
jerusalén	{"ud.propn": 1.0}
jerónimo	{"ud.propn": 1.0}
jesús	{"ud.propn": 1.0}
jim	{"ud.propn": 1.0}
jimmy	{"ud.propn": 1.0}
jiménez	{"ud.propn": 1.0}
jinetes	{"ud.noun": 1.0}
joan	{"ud.propn": 1.0}
joaquín	{"ud.propn": 1.0}
joe	{"ud.propn": 1.0}
joel	{"ud.propn": 1.0}
johann	{"ud.propn": 1.0}
john	{"ud.propn": 1.0}
johnson	{"ud.propn": 0.9166666666666666, "ud.det": 0.08333333333333333}
jon	{"ud.propn": 1.0}
jones	{"ud.propn": 1.0}
jonrón	{"ud.noun": 1.0}
jordan	{"ud.propn": 1.0}
jordania	{"ud.propn": 1.0}
jordi	{"ud.propn": 1.0}
jorge	{"ud.propn": 1.0}
jornada	{"ud.noun": 1.0}
jornadas	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
jose	{"ud.propn": 1.0}
josef	{"ud.propn": 1.0}
josep	{"ud.propn": 1.0}
joseph	{"ud.propn": 1.0}
josé	{"ud.propn": 1.0}
joven	{"ud.adj": 0.4657534246575342, "ud.noun": 0.5068493150684932, "ud.propn": 0.0273972602739726}
joyas	{"ud.noun": 1.0}
joyería	{"ud.noun": 1.0}
jr.	{"ud.adj": 0.14285714285714285, "ud.propn": 0.5714285714285714, "ud.x": 0.2857142857142857}
jrushchov	{"ud.propn": 1.0}
juan	{"ud.propn": 1.0}
juana	{"ud.propn": 0.7692307692307693, "ud.noun": 0.23076923076923078}
jubilación	{"ud.noun": 1.0}
judaísmo	{"ud.noun": 1.0}
judicial	{"ud.adj": 0.9, "ud.propn": 0.1}
judiciales	{"ud.adj": 0.75, "ud.noun": 0.25}
judía	{"ud.noun": 0.14285714285714285, "ud.adj": 0.8571428571428571}
judías	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
judío	{"ud.adj": 0.75, "ud.noun": 0.25}
judíos	{"ud.noun": 0.7647058823529411, "ud.adj": 0.23529411764705882}
juega	{"ud.verb": 1.0}
juegan	{"ud.verb": 1.0}
juego	{"ud.noun": 0.9852941176470589, "ud.propn": 0.014705882352941176}
juegos	{"ud.noun": 0.8541666666666666, "ud.propn": 0.14583333333333334}
jueves	{"ud.propn": 0.9375, "ud.noun": 0.0625}
juez	{"ud.noun": 1.0}
jugaba	{"ud.verb": 1.0}
jugada	{"ud.noun": 1.0}
jugadas	{"ud.noun": 1.0}
jugado	{"ud.verb": 1.0}
jugador	{"ud.noun": 0.971830985915493, "ud.verb": 0.014084507042253521, "ud.propn": 0.014084507042253521}
jugadores	{"ud.noun": 0.9787234042553191, "ud.adj": 0.02127659574468085}
jugando	{"ud.verb": 1.0}
jugar	{"ud.verb": 0.972972972972973, "ud.noun": 0.02702702702702703}
jugaron	{"ud.verb": 1.0}
jugará	{"ud.verb": 1.0}
jugo	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
juguetes	{"ud.noun": 1.0}
jugó	{"ud.verb": 1.0}
juicio	{"ud.noun": 0.9565217391304348, "ud.propn": 0.043478260869565216}
juicios	{"ud.noun": 1.0}
jujuy	{"ud.propn": 1.0}
julia	{"ud.propn": 1.0}
julieta	{"ud.propn": 1.0}
julio	{"ud.propn": 1.0}
julián	{"ud.propn": 1.0}
junio	{"ud.propn": 1.0}
junta	{"ud.noun": 0.36, "ud.propn": 0.64}
juntas	{"ud.adj": 0.6, "ud.noun": 0.4}
junto	{"ud.adj": 0.6050955414012739, "ud.adv": 0.3885350318471338, "ud.x": 0.006369426751592357}
juntos	{"ud.adj": 0.7647058823529411, "ud.adv": 0.17647058823529413, "ud.propn": 0.058823529411764705}
junín	{"ud.propn": 1.0}
jura	{"ud.propn": 1.0}
jurado	{"ud.noun": 0.9, "ud.verb": 0.1}
jurados	{"ud.noun": 1.0}
juramento	{"ud.noun": 1.0}
jurisdicción	{"ud.noun": 1.0}
jurídica	{"ud.adj": 0.8888888888888888, "ud.adv": 0.1111111111111111}
jurídicas	{"ud.adj": 1.0}
jurídico	{"ud.adj": 1.0}
justamente	{"ud.adv": 1.0}
justicia	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
justicialismo	{"ud.noun": 1.0}
justificar	{"ud.verb": 1.0}
justo	{"ud.adv": 0.6111111111111112, "ud.propn": 0.1111111111111111, "ud.adj": 0.2777777777777778}
juvenil	{"ud.adj": 0.875, "ud.noun": 0.125}
juveniles	{"ud.adj": 0.4444444444444444, "ud.noun": 0.4444444444444444, "ud.propn": 0.1111111111111111}
juventud	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
juventus	{"ud.propn": 1.0}
juzgado	{"ud.propn": 0.2857142857142857, "ud.noun": 0.5714285714285714, "ud.verb": 0.14285714285714285}
juzgar	{"ud.verb": 1.0}
juárez	{"ud.propn": 1.0}
jáuregui	{"ud.propn": 1.0}
jóvenes	{"ud.noun": 0.7631578947368421, "ud.adj": 0.21052631578947367, "ud.propn": 0.02631578947368421}
k	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
k.	{"ud.propn": 1.0}
kai	{"ud.propn": 1.0}
kaká	{"ud.propn": 1.0}
kanaeva	{"ud.propn": 1.0}
kansas	{"ud.propn": 1.0}
katharine	{"ud.propn": 1.0}
katherine	{"ud.propn": 1.0}
katie	{"ud.propn": 1.0}
kelly	{"ud.propn": 1.0}
ken	{"ud.propn": 1.0}
kennedy	{"ud.propn": 1.0}
kenobi	{"ud.propn": 1.0}
kentucky	{"ud.propn": 1.0}
kevin	{"ud.propn": 1.0}
kg	{"ud.x": 0.375, "ud.noun": 0.625}
khan	{"ud.propn": 1.0}
kids	{"ud.propn": 1.0}
kiel	{"ud.propn": 1.0}
kiev	{"ud.propn": 1.0}
kilos	{"ud.noun": 1.0}
kilómetro	{"ud.noun": 1.0}
kilómetros	{"ud.noun": 1.0}
kim	{"ud.propn": 1.0}
kindle	{"ud.propn": 1.0}
king	{"ud.propn": 1.0}
kirby	{"ud.propn": 1.0}
kirchner	{"ud.propn": 1.0}
kirchnerismo	{"ud.noun": 1.0}
kirlian	{"ud.propn": 1.0}
kiss	{"ud.propn": 1.0}
kit	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
km	{"ud.noun": 0.7057220708446866, "ud.sym": 0.29427792915531337}
knowles	{"ud.propn": 1.0}
komárom	{"ud.propn": 1.0}
kong	{"ud.propn": 1.0}
kosovo	{"ud.propn": 1.0}
krasnodar	{"ud.propn": 1.0}
kremlin	{"ud.propn": 1.0}
kurda	{"ud.propn": 0.6666666666666666, "ud.adj": 0.3333333333333333}
l	{"ud.part": 0.2222222222222222, "ud.x": 0.6666666666666666, "ud.propn": 0.1111111111111111}
l'	{"ud.propn": 0.23076923076923078, "ud.det": 0.5384615384615384, "ud.x": 0.23076923076923078}
l.	{"ud.propn": 1.0}
la	{"ud.det": 0.9730490152524803, "ud.pron": 0.02695098474751962}
labios	{"ud.noun": 1.0}
labor	{"ud.noun": 0.95, "ud.propn": 0.05}
laboral	{"ud.adj": 1.0}
laborales	{"ud.adj": 1.0}
laboratorio	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
labores	{"ud.noun": 1.0}
laderas	{"ud.noun": 1.0}
lado	{"ud.noun": 0.9875, "ud.verb": 0.0125}
lados	{"ud.noun": 1.0}
ladrillo	{"ud.noun": 1.0}
ladrones	{"ud.noun": 1.0}
ladrón	{"ud.noun": 0.6, "ud.propn": 0.4}
lady	{"ud.propn": 1.0}
lago	{"ud.noun": 0.8529411764705882, "ud.propn": 0.14705882352941177}
lagos	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
laguna	{"ud.propn": 0.6, "ud.noun": 0.4}
lagunas	{"ud.noun": 1.0}
lake	{"ud.propn": 1.0}
lamentable	{"ud.adj": 1.0}
lamentablemente	{"ud.adv": 1.0}
lance	{"ud.propn": 0.75, "ud.x": 0.25}
lanceoladas	{"ud.adj": 1.0}
lancia	{"ud.propn": 0.6, "ud.noun": 0.4}
lanza	{"ud.verb": 0.4666666666666667, "ud.noun": 0.5333333333333333}
lanzada	{"ud.verb": 1.0}
lanzadas	{"ud.verb": 1.0}
lanzado	{"ud.verb": 1.0}
lanzados	{"ud.verb": 1.0}
lanzamiento	{"ud.noun": 1.0}
lanzando	{"ud.verb": 1.0}
lanzar	{"ud.verb": 1.0}
lanzaron	{"ud.verb": 1.0}
lanzó	{"ud.verb": 1.0}
laos	{"ud.propn": 1.0}
lapso	{"ud.noun": 1.0}
lara	{"ud.propn": 1.0}
laredo	{"ud.propn": 1.0}
larga	{"ud.adj": 0.7857142857142857, "ud.propn": 0.07142857142857142, "ud.noun": 0.14285714285714285}
largas	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
largo	{"ud.adj": 0.4117647058823529, "ud.noun": 0.5882352941176471}
largos	{"ud.adj": 1.0}
larry	{"ud.propn": 1.0}
larvas	{"ud.noun": 1.0}
las	{"ud.det": 0.9714733542319749, "ud.pron": 0.028526645768025077}
lateral	{"ud.adj": 0.2857142857142857, "ud.noun": 0.7142857142857143}
laterales	{"ud.adj": 0.6923076923076923, "ud.noun": 0.3076923076923077}
latifolia	{"ud.propn": 1.0}
latina	{"ud.propn": 0.7142857142857143, "ud.adj": 0.2857142857142857}
latinoamerica	{"ud.propn": 1.0}
latinoamérica	{"ud.propn": 1.0}
latinos	{"ud.adj": 0.25, "ud.noun": 0.75}
latitud	{"ud.noun": 1.0}
latín	{"ud.propn": 0.375, "ud.noun": 0.625}
laura	{"ud.propn": 1.0}
laurel	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
lavado	{"ud.noun": 1.0}
lavanda	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
lavar	{"ud.verb": 1.0}
lawrence	{"ud.propn": 1.0}
lazo	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
lcd	{"ud.x": 0.6666666666666666, "ud.propn": 0.3333333333333333}
le	{"ud.pron": 1.0}
league	{"ud.propn": 0.9, "ud.x": 0.1}
lealtad	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
leandro	{"ud.propn": 1.0}
leche	{"ud.noun": 1.0}
lecho	{"ud.noun": 1.0}
lector	{"ud.noun": 1.0}
lectores	{"ud.noun": 1.0}
lectura	{"ud.noun": 1.0}
lecturas	{"ud.noun": 1.0}
lee	{"ud.propn": 0.7857142857142857, "ud.verb": 0.21428571428571427}
leer	{"ud.verb": 1.0}
legado	{"ud.adj": 0.2, "ud.noun": 0.8}
legal	{"ud.propn": 0.09090909090909091, "ud.adj": 0.9090909090909091}
legales	{"ud.adj": 1.0}
legalmente	{"ud.adv": 1.0}
legendario	{"ud.adj": 0.75, "ud.propn": 0.25}
legiones	{"ud.noun": 1.0}
legislación	{"ud.noun": 1.0}
legisladores	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
legislativo	{"ud.adj": 1.0}
legislatura	{"ud.noun": 0.7142857142857143, "ud.propn": 0.2857142857142857}
legislaturas	{"ud.noun": 1.0}
legitimar	{"ud.verb": 1.0}
legión	{"ud.propn": 1.0}
leia	{"ud.propn": 1.0}
leigh	{"ud.propn": 1.0}
lejano	{"ud.adj": 1.0}
lejos	{"ud.adv": 0.9375, "ud.noun": 0.0625}
lema	{"ud.noun": 1.0}
lengua	{"ud.noun": 0.9148936170212766, "ud.propn": 0.0851063829787234}
lenguaje	{"ud.noun": 1.0}
lenguajes	{"ud.noun": 1.0}
lenguas	{"ud.noun": 1.0}
lenin	{"ud.propn": 1.0}
lenta	{"ud.adj": 1.0}
lentamente	{"ud.adv": 1.0}
lento	{"ud.adj": 1.0}
leo	{"ud.propn": 1.0}
leona	{"ud.propn": 1.0}
leones	{"ud.propn": 0.25, "ud.noun": 0.75}
leonesa	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
leonor	{"ud.propn": 1.0}
les	{"ud.pron": 1.0}
lesa	{"ud.adj": 1.0}
lesiones	{"ud.noun": 1.0}
lesión	{"ud.noun": 1.0}
letra	{"ud.noun": 1.0}
letras	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
levantado	{"ud.verb": 1.0}
levantar	{"ud.verb": 1.0}
levantarse	{"ud._": 1.0}
levante	{"ud.propn": 1.0}
levantó	{"ud.verb": 1.0}
leve	{"ud.adj": 1.0}
lexington	{"ud.propn": 1.0}
ley	{"ud.noun": 0.9615384615384616, "ud.propn": 0.038461538461538464}
leyenda	{"ud.noun": 1.0}
leyendas	{"ud.noun": 1.0}
leyes	{"ud.noun": 1.0}
leído	{"ud.verb": 1.0}
león	{"ud.propn": 0.9183673469387755, "ud.noun": 0.08163265306122448}
lgbt	{"ud.x": 0.5, "ud.adj": 0.25, "ud.noun": 0.25}
liberación	{"ud.noun": 0.42857142857142855, "ud.propn": 0.5714285714285714}
liberado	{"ud.verb": 1.0}
liberados	{"ud.verb": 0.8, "ud.adj": 0.2}
liberal	{"ud.adj": 0.7777777777777778, "ud.propn": 0.2222222222222222}
liberales	{"ud.noun": 0.875, "ud.propn": 0.125}
liberar	{"ud.verb": 1.0}
libertad	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
libertador	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
libertadores	{"ud.propn": 1.0}
libia	{"ud.propn": 0.8461538461538461, "ud.adj": 0.15384615384615385}
libio	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
libra	{"ud.noun": 0.5, "ud.propn": 0.3333333333333333, "ud.verb": 0.16666666666666666}
libras	{"ud.noun": 1.0}
libre	{"ud.adj": 0.8823529411764706, "ud.propn": 0.09803921568627451, "ud.noun": 0.0196078431372549}
libremente	{"ud.adv": 1.0}
libres	{"ud.adj": 1.0}
libreto	{"ud.noun": 1.0}
libro	{"ud.noun": 0.9215686274509803, "ud.propn": 0.0784313725490196}
libros	{"ud.noun": 1.0}
libró	{"ud.verb": 1.0}
licencia	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
licenciada	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
licenciado	{"ud.noun": 0.6, "ud.verb": 0.2, "ud.adj": 0.2}
licenciatura	{"ud.noun": 1.0}
liceo	{"ud.propn": 1.0}
liderada	{"ud.verb": 1.0}
liderado	{"ud.verb": 1.0}
liderados	{"ud.verb": 1.0}
liderar	{"ud.verb": 1.0}
liderazgo	{"ud.noun": 1.0}
lienzo	{"ud.noun": 1.0}
lienzos	{"ud.noun": 1.0}
life	{"ud.propn": 1.0}
liga	{"ud.noun": 0.7540983606557377, "ud.propn": 0.2459016393442623}
ligado	{"ud.verb": 0.75, "ud.adj": 0.25}
ligamento	{"ud.noun": 1.0}
ligandos	{"ud.noun": 1.0}
ligas	{"ud.propn": 0.4, "ud.noun": 0.6}
ligera	{"ud.adj": 1.0}
ligeramente	{"ud.adv": 1.0}
ligeras	{"ud.adj": 1.0}
light	{"ud.propn": 1.0}
ligue	{"ud.propn": 0.75, "ud.noun": 0.25}
liguilla	{"ud.noun": 1.0}
like	{"ud.propn": 1.0}
lil	{"ud.propn": 1.0}
lily	{"ud.propn": 1.0}
lima	{"ud.propn": 1.0}
limita	{"ud.verb": 1.0}
limitada	{"ud.adj": 0.75, "ud.verb": 0.25}
limitado	{"ud.adj": 1.0}
limitar	{"ud.verb": 1.0}
limpieza	{"ud.noun": 1.0}
limpio	{"ud.adj": 1.0}
limpios	{"ud.adj": 1.0}
limón	{"ud.noun": 0.4, "ud.propn": 0.6}
linaje	{"ud.noun": 1.0}
lincoln	{"ud.propn": 1.0}
linda	{"ud.adj": 0.4, "ud.propn": 0.4, "ud.verb": 0.2}
lindo	{"ud.adj": 1.0}
line	{"ud.x": 0.4, "ud.propn": 0.6}
linea	{"ud.noun": 1.0}
lineal	{"ud.adj": 1.0}
lino	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
linux	{"ud.propn": 1.0}
lippe	{"ud.propn": 1.0}
lisa	{"ud.propn": 1.0}
liso	{"ud.adj": 1.0}
lista	{"ud.noun": 0.9512195121951219, "ud.propn": 0.04878048780487805}
listado	{"ud.noun": 1.0}
listas	{"ud.noun": 1.0}
listo	{"ud.adj": 1.0}
literalmente	{"ud.adv": 1.0}
literaria	{"ud.adj": 1.0}
literarias	{"ud.adj": 1.0}
literario	{"ud.adj": 1.0}
literatura	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
litoral	{"ud.noun": 1.0}
litros	{"ud.noun": 1.0}
little	{"ud.propn": 1.0}
lituania	{"ud.propn": 1.0}
lituanos	{"ud.noun": 0.5, "ud.adj": 0.5}
liturgia	{"ud.noun": 1.0}
live	{"ud.propn": 1.0}
liverpool	{"ud.propn": 1.0}
llama	{"ud.verb": 0.8787878787878788, "ud.noun": 0.09090909090909091, "ud.propn": 0.030303030303030304}
llamaba	{"ud.verb": 1.0}
llamaban	{"ud.verb": 1.0}
llamada	{"ud.verb": 0.6590909090909091, "ud.noun": 0.22727272727272727, "ud.adj": 0.11363636363636363}
llamadas	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
llamado	{"ud.adj": 0.029411764705882353, "ud.verb": 0.9558823529411765, "ud.noun": 0.014705882352941176}
llamados	{"ud.verb": 0.7142857142857143, "ud.adj": 0.2857142857142857}
llamamiento	{"ud.noun": 1.0}
llaman	{"ud.verb": 1.0}
llamar	{"ud.verb": 1.0}
llamaron	{"ud.verb": 1.0}
llamarse	{"ud._": 1.0}
llamas	{"ud.noun": 1.0}
llamativo	{"ud.adj": 1.0}
llamó	{"ud.verb": 1.0}
llano	{"ud.noun": 0.6666666666666666, "ud.adj": 0.1111111111111111, "ud.propn": 0.2222222222222222}
llave	{"ud.propn": 0.25, "ud.noun": 0.75}
llega	{"ud.verb": 1.0}
llegaba	{"ud.verb": 1.0}
llegaban	{"ud.verb": 1.0}
llegada	{"ud.noun": 0.9310344827586207, "ud.verb": 0.06896551724137931}
llegadas	{"ud.noun": 1.0}
llegado	{"ud.verb": 0.9473684210526315, "ud.propn": 0.05263157894736842}
llegan	{"ud.verb": 1.0}
llegando	{"ud.verb": 1.0}
llegar	{"ud.verb": 1.0}
llegaron	{"ud.verb": 1.0}
llegará	{"ud.verb": 1.0}
llegaría	{"ud.verb": 1.0}
llegue	{"ud.verb": 1.0}
lleguen	{"ud.verb": 1.0}
llegó	{"ud.verb": 1.0}
llena	{"ud.adj": 0.38461538461538464, "ud.verb": 0.6153846153846154}
llenas	{"ud.adj": 1.0}
lleno	{"ud.noun": 0.25, "ud.adj": 0.75}
lleva	{"ud.verb": 1.0}
llevaba	{"ud.verb": 1.0}
llevaban	{"ud.verb": 1.0}
llevada	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
llevadas	{"ud.verb": 1.0}
llevado	{"ud.verb": 1.0}
llevados	{"ud.verb": 1.0}
llevamos	{"ud.verb": 1.0}
llevan	{"ud.verb": 1.0}
llevando	{"ud.verb": 1.0}
llevar	{"ud.verb": 1.0}
llevarlo	{"ud._": 1.0}
llevaron	{"ud.verb": 1.0}
llevaría	{"ud.verb": 1.0}
llevas	{"ud.verb": 0.75, "ud.noun": 0.25}
llevo	{"ud.verb": 1.0}
llevó	{"ud.verb": 1.0}
llobregat	{"ud.propn": 1.0}
llobregós	{"ud.propn": 1.0}
llosa	{"ud.propn": 1.0}
lluvia	{"ud.noun": 1.0}
lluvias	{"ud.noun": 1.0}
lo	{"ud.pron": 1.0}
lobo	{"ud.noun": 0.8, "ud.propn": 0.2}
lobos	{"ud.noun": 0.8, "ud.propn": 0.2}
local	{"ud.adj": 0.6268656716417911, "ud.noun": 0.29850746268656714, "ud.propn": 0.05970149253731343, "ud.adv": 0.014925373134328358}
locales	{"ud.noun": 0.2631578947368421, "ud.adj": 0.7368421052631579}
localidad	{"ud.noun": 1.0}
localidades	{"ud.noun": 1.0}
localiza	{"ud.verb": 1.0}
localización	{"ud.noun": 1.0}
localizada	{"ud.verb": 1.0}
localizado	{"ud.verb": 1.0}
localizados	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
localizaron	{"ud.verb": 1.0}
localmente	{"ud.adv": 1.0}
locos	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
locura	{"ud.noun": 1.0}
logra	{"ud.verb": 1.0}
logrado	{"ud.verb": 1.0}
logran	{"ud.verb": 1.0}
logrando	{"ud.verb": 1.0}
lograr	{"ud.verb": 1.0}
lograron	{"ud.verb": 1.0}
logro	{"ud.noun": 0.875, "ud.verb": 0.125}
logros	{"ud.noun": 1.0}
logroño	{"ud.propn": 1.0}
logró	{"ud.verb": 1.0}
logístico	{"ud.adj": 1.0}
loira	{"ud.propn": 1.0}
lois	{"ud.propn": 1.0}
lola	{"ud.propn": 1.0}
lombardía	{"ud.propn": 1.0}
lomo	{"ud.noun": 1.0}
lomos	{"ud.noun": 1.0}
londinense	{"ud.adj": 1.0}
londres	{"ud.propn": 1.0}
longitud	{"ud.noun": 1.0}
lorca	{"ud.propn": 1.0}
lord	{"ud.propn": 1.0}
lorena	{"ud.propn": 1.0}
lorenzo	{"ud.propn": 1.0}
loricariidae	{"ud.propn": 1.0}
los	{"ud.det": 0.9573560767590619, "ud.pron": 0.042643923240938165}
lost	{"ud.propn": 1.0}
lotería	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
louis	{"ud.propn": 1.0}
loup	{"ud.propn": 1.0}
lourdes	{"ud.propn": 1.0}
love	{"ud.propn": 1.0}
low	{"ud.propn": 1.0}
lozano	{"ud.propn": 1.0}
lozoya	{"ud.propn": 1.0}
lp	{"ud.noun": 0.25, "ud.x": 0.5, "ud.propn": 0.25}
ltd.	{"ud.x": 0.6666666666666666, "ud.propn": 0.3333333333333333}
lucas	{"ud.propn": 1.0}
luce	{"ud.verb": 1.0}
luces	{"ud.noun": 1.0}
lucha	{"ud.noun": 0.95, "ud.verb": 0.025, "ud.propn": 0.025}
luchadores	{"ud.noun": 1.0}
luchan	{"ud.verb": 0.6666666666666666, "ud.aux": 0.3333333333333333}
luchando	{"ud.verb": 1.0}
luchar	{"ud.verb": 1.0}
lucharon	{"ud.verb": 1.0}
luchas	{"ud.noun": 1.0}
luchó	{"ud.verb": 1.0}
luciano	{"ud.propn": 1.0}
lucio	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
lucro	{"ud.noun": 1.0}
lucía	{"ud.propn": 1.0}
luego	{"ud.adv": 1.0}
lugar	{"ud.noun": 0.9951219512195122, "ud.propn": 0.004878048780487805}
lugares	{"ud.noun": 1.0}
lugo	{"ud.propn": 1.0}
luis	{"ud.propn": 1.0}
luisa	{"ud.propn": 1.0}
lujo	{"ud.noun": 1.0}
lujosas	{"ud.adj": 1.0}
lujoso	{"ud.adj": 1.0}
luke	{"ud.propn": 1.0}
lumbre	{"ud.noun": 1.0}
luna	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
lunes	{"ud.propn": 1.0}
luso	{"ud.noun": 0.5, "ud.adj": 0.5}
luto	{"ud.noun": 1.0}
luz	{"ud.noun": 0.8611111111111112, "ud.propn": 0.1388888888888889}
lyon	{"ud.propn": 1.0}
lámina	{"ud.noun": 1.0}
lámparas	{"ud.noun": 1.0}
lápida	{"ud.noun": 1.0}
líbano	{"ud.propn": 1.0}
líder	{"ud.noun": 0.9393939393939394, "ud.adj": 0.06060606060606061}
líderes	{"ud.noun": 1.0}
límite	{"ud.noun": 0.9375, "ud.adj": 0.0625}
límites	{"ud.noun": 1.0}
línea	{"ud.noun": 0.9878048780487805, "ud.propn": 0.012195121951219513}
líneas	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
líquido	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
líquidos	{"ud.noun": 0.75, "ud.adj": 0.25}
lírica	{"ud.noun": 0.75, "ud.adj": 0.25}
lógica	{"ud.noun": 0.4, "ud.propn": 0.4, "ud.adj": 0.2}
lógicamente	{"ud.adv": 1.0}
lógico	{"ud.adj": 0.75, "ud.noun": 0.25}
lópez	{"ud.propn": 1.0}
m	{"ud.propn": 0.08888888888888889, "ud.noun": 0.4666666666666667, "ud.sym": 0.4444444444444444}
m.	{"ud.propn": 0.5, "ud.noun": 0.25, "ud.x": 0.25}
macbook	{"ud.propn": 1.0}
macedonia	{"ud.propn": 0.8571428571428571, "ud.adj": 0.14285714285714285}
macho	{"ud.noun": 1.0}
machos	{"ud.noun": 1.0}
madagascar	{"ud.propn": 1.0}
made	{"ud.propn": 1.0}
madera	{"ud.noun": 1.0}
madero	{"ud.propn": 1.0}
madison	{"ud.propn": 1.0}
madonna	{"ud.propn": 1.0}
madre	{"ud.noun": 0.9833333333333333, "ud.propn": 0.016666666666666666}
madres	{"ud.noun": 0.75, "ud.propn": 0.25}
madrid	{"ud.propn": 1.0}
madrileña	{"ud.adj": 0.6, "ud.noun": 0.4}
madrileño	{"ud.adj": 0.875, "ud.noun": 0.125}
madrugada	{"ud.noun": 1.0}
madura	{"ud.adj": 1.0}
maduración	{"ud.noun": 1.0}
maduro	{"ud.adj": 0.75, "ud.propn": 0.25}
maestra	{"ud.adj": 0.4166666666666667, "ud.noun": 0.5833333333333334}
maestras	{"ud.adj": 1.0}
maestro	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
maestros	{"ud.noun": 0.6363636363636364, "ud.adj": 0.18181818181818182, "ud.propn": 0.18181818181818182}
maestría	{"ud.noun": 1.0}
mafia	{"ud.noun": 1.0}
magdalena	{"ud.propn": 1.0}
magia	{"ud.noun": 0.75, "ud.propn": 0.25}
magic	{"ud.propn": 0.8, "ud.x": 0.2}
magistrado	{"ud.noun": 1.0}
magnitud	{"ud.noun": 1.0}
magnum	{"ud.propn": 1.0}
magnético	{"ud.adj": 0.75, "ud.propn": 0.25}
mago	{"ud.noun": 1.0}
magos	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
mail	{"ud.x": 0.5, "ud.propn": 0.5}
main	{"ud.propn": 1.0}
maipo	{"ud.propn": 1.0}
major	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
majos	{"ud.adj": 1.0}
make	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
