!	{"ud.punct": 1.0}
!!	{"ud.punct": 1.0}
!!!	{"ud.punct": 1.0}
!!!!	{"ud.punct": 1.0}
!!!!!	{"ud.punct": 1.0}
!!!!!!	{"ud.punct": 1.0}
!!!!!!!	{"ud.punct": 1.0}
!?	{"ud.punct": 1.0}
"	{"ud.punct": 0.9969135802469136, "ud.noun": 0.0030864197530864196}
organization	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
organizations	{"ud.noun": 1.0}
organize	{"ud.verb": 1.0}
organized	{"ud.verb": 0.16666666666666666, "ud.adj": 0.8333333333333334}
original	{"ud.adj": 0.8666666666666667, "ud.noun": 0.13333333333333333}
originally	{"ud.adv": 1.0}
origins	{"ud.noun": 1.0}
orleans	{"ud.propn": 1.0}
osama	{"ud.propn": 1.0}
other	{"ud.adj": 0.9857142857142858, "ud.propn": 0.0035714285714285713, "ud.noun": 0.0035714285714285713, "ud.adv": 0.007142857142857143}
others	{"ud.noun": 1.0}
otherwise	{"ud.adv": 1.0}
our	{"ud.pron": 1.0}
ours	{"ud.pron": 1.0}
ourselves	{"ud.pron": 1.0}
out	{"ud.adp": 0.7037861915367484, "ud.adv": 0.2583518930957684, "ud.x": 0.0066815144766146995, "ud.noun": 0.0200445434298441, "ud.pron": 0.0066815144766146995, "ud.sconj": 0.0022271714922048997, "ud.adj": 0.0022271714922048997}
outcome	{"ud.noun": 1.0}
outer	{"ud.adj": 1.0}
outlets	{"ud.noun": 1.0}
outside	{"ud.adp": 0.28888888888888886, "ud.adv": 0.4444444444444444, "ud.adj": 0.26666666666666666}
outstanding	{"ud.adj": 1.0}
over	{"ud.adp": 0.6820512820512821, "ud.adv": 0.2564102564102564, "ud.x": 0.03076923076923077, "ud.sconj": 0.03076923076923077}
over-rated	{"ud.adj": 1.0}
overall	{"ud.adj": 0.4782608695652174, "ud.adv": 0.5217391304347826}
overcharges	{"ud.noun": 1.0}
overcome	{"ud.verb": 1.0}
overcooked	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
overflow	{"ud.noun": 1.0}
overpriced	{"ud.adj": 1.0}
overseas	{"ud.adv": 0.6666666666666666, "ud.adj": 0.3333333333333333}
overthrow	{"ud.verb": 0.25, "ud.noun": 0.75}
overview	{"ud.noun": 1.0}
overwhelming	{"ud.adj": 1.0}
owe	{"ud.verb": 1.0}
own	{"ud.adj": 0.8936170212765957, "ud.verb": 0.10638297872340426}
owned	{"ud.verb": 1.0}
owner	{"ud.noun": 1.0}
owners	{"ud.noun": 1.0}
ownership	{"ud.noun": 1.0}
p	{"ud.propn": 0.125, "ud.noun": 0.875}
p&l	{"ud.noun": 1.0}
p.m	{"ud.noun": 1.0}
p.m.	{"ud.noun": 1.0}
p.s.	{"ud.noun": 1.0}
pa	{"ud.noun": 0.25, "ud.propn": 0.75}
pacific	{"ud.propn": 1.0}
pack	{"ud.noun": 0.6, "ud.verb": 0.4}
package	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
packages	{"ud.noun": 1.0}
packard	{"ud.propn": 1.0}
packed	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
pact	{"ud.noun": 1.0}
page	{"ud.noun": 0.95, "ud.propn": 0.05}
pager	{"ud.noun": 1.0}
pages	{"ud.noun": 1.0}
paid	{"ud.verb": 1.0}
pain	{"ud.noun": 1.0}
painewebber	{"ud.propn": 1.0}
painful	{"ud.adj": 1.0}
paint	{"ud.verb": 0.5, "ud.noun": 0.5}
pair	{"ud.noun": 0.9333333333333333, "ud.verb": 0.06666666666666667}
pairs	{"ud.noun": 1.0}
pakistan	{"ud.propn": 1.0}
pakistani	{"ud.adj": 1.0}
palace	{"ud.noun": 0.7142857142857143, "ud.propn": 0.2857142857142857}
palestinian	{"ud.adj": 0.7777777777777778, "ud.propn": 0.2222222222222222}
palestinians	{"ud.propn": 1.0}
pan	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
panel	{"ud.noun": 1.0}
pants	{"ud.noun": 1.0}
paper	{"ud.noun": 1.0}
papers	{"ud.noun": 1.0}
paperwork	{"ud.noun": 1.0}
paradise	{"ud.noun": 1.0}
paragraph	{"ud.noun": 1.0}
parakeet	{"ud.noun": 1.0}
parakeets	{"ud.noun": 1.0}
parent	{"ud.noun": 1.0}
parenteau	{"ud.propn": 1.0}
parents	{"ud.noun": 0.9666666666666667, "ud.propn": 0.03333333333333333}
paris	{"ud.propn": 1.0}
parisians	{"ud.propn": 1.0}
park	{"ud.propn": 0.46153846153846156, "ud.noun": 0.23076923076923078, "ud.verb": 0.3076923076923077}
parking	{"ud.noun": 1.0}
parks	{"ud.propn": 0.2, "ud.noun": 0.8}
parliament	{"ud.noun": 1.0}
parmesan	{"ud.propn": 0.8, "ud.noun": 0.2}
part	{"ud.adj": 0.046875, "ud.noun": 0.953125}
partial	{"ud.adj": 1.0}
participants	{"ud.noun": 1.0}
participate	{"ud.verb": 1.0}
participating	{"ud.verb": 1.0}
participation	{"ud.noun": 1.0}
particular	{"ud.adj": 1.0}
particularly	{"ud.adv": 1.0}
parties	{"ud.noun": 1.0}
partner	{"ud.noun": 1.0}
partners	{"ud.noun": 1.0}
parts	{"ud.noun": 0.9545454545454546, "ud.propn": 0.045454545454545456}
party	{"ud.propn": 0.28125, "ud.noun": 0.6875, "ud.verb": 0.03125}
pass	{"ud.verb": 0.9, "ud.noun": 0.1}
passcode	{"ud.noun": 1.0}
passed	{"ud.verb": 1.0}
passes	{"ud.verb": 0.75, "ud.noun": 0.25}
passing	{"ud.noun": 0.25, "ud.verb": 0.75}
passion	{"ud.noun": 1.0}
passport	{"ud.noun": 1.0}
password	{"ud.noun": 1.0}
past	{"ud.adj": 0.6111111111111112, "ud.noun": 0.2222222222222222, "ud.adp": 0.16666666666666666}
paste	{"ud.verb": 0.6, "ud.noun": 0.4}
pasted	{"ud.verb": 1.0}
pastor	{"ud.noun": 1.0}
pasture	{"ud.noun": 1.0}
pat	{"ud.propn": 0.8571428571428571, "ud.noun": 0.14285714285714285}
path	{"ud.noun": 1.0}
patience	{"ud.noun": 1.0}
patient	{"ud.adj": 0.4666666666666667, "ud.noun": 0.5333333333333333}
patients	{"ud.noun": 1.0}
patricia	{"ud.propn": 1.0}
patrick	{"ud.propn": 0.8, "ud.x": 0.2}
pattern	{"ud.noun": 1.0}
patty	{"ud.propn": 1.0}
paul	{"ud.propn": 0.96875, "ud.x": 0.03125}
paula	{"ud.propn": 1.0}
paulo	{"ud.propn": 1.0}
pay	{"ud.verb": 1.0}
payable	{"ud.adj": 1.0}
payers	{"ud.noun": 1.0}
paying	{"ud.verb": 1.0}
payment	{"ud.noun": 1.0}
payments	{"ud.noun": 1.0}
pays	{"ud.verb": 1.0}
pdt	{"ud.propn": 0.2, "ud.noun": 0.8}
peace	{"ud.noun": 0.975, "ud.propn": 0.025}
peaceful	{"ud.adj": 1.0}
peak	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
pedicure	{"ud.noun": 1.0}
peeing	{"ud.verb": 1.0}
penalty	{"ud.noun": 1.0}
pending	{"ud.adj": 0.25, "ud.noun": 0.25, "ud.verb": 0.5}
penines	{"ud.noun": 1.0}
peninsula	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
penman	{"ud.propn": 1.0}
penn	{"ud.propn": 1.0}
pennsylvania	{"ud.propn": 1.0}
penny	{"ud.noun": 1.0}
pentagon	{"ud.propn": 1.0}
people	{"ud.noun": 0.9835390946502057, "ud.propn": 0.01646090534979424}
peoples	{"ud.noun": 1.0}
per	{"ud.adp": 0.7538461538461538, "ud.propn": 0.09230769230769231, "ud.noun": 0.13846153846153847, "ud.x": 0.015384615384615385}
perceived	{"ud.verb": 1.0}
percell	{"ud.propn": 1.0}
percent	{"ud.noun": 1.0}
percentage	{"ud.noun": 1.0}
perez	{"ud.propn": 1.0}
perfect	{"ud.adj": 1.0}
perfection	{"ud.noun": 1.0}
perfectly	{"ud.adv": 1.0}
perform	{"ud.verb": 1.0}
performance	{"ud.noun": 0.8888888888888888, "ud.verb": 0.1111111111111111}
performed	{"ud.verb": 1.0}
performing	{"ud.verb": 1.0}
perhaps	{"ud.adv": 1.0}
period	{"ud.noun": 1.0}
periods	{"ud.noun": 1.0}
permanent	{"ud.adj": 1.0}
permission	{"ud.noun": 1.0}
permit	{"ud.verb": 0.4, "ud.noun": 0.6}
persian	{"ud.propn": 1.0}
persistent	{"ud.adj": 1.0}
person	{"ud.noun": 1.0}
personal	{"ud.adj": 0.96, "ud.propn": 0.04}
personality	{"ud.noun": 1.0}
personally	{"ud.adv": 1.0}
perspective	{"ud.noun": 1.0}
pervez	{"ud.propn": 1.0}
pet	{"ud.noun": 0.8484848484848485, "ud.propn": 0.09090909090909091, "ud.verb": 0.06060606060606061}
peter	{"ud.propn": 0.8571428571428571, "ud.x": 0.14285714285714285}
petroleum	{"ud.noun": 0.9, "ud.propn": 0.1}
pets	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
petsmart	{"ud.propn": 1.0}
pew	{"ud.propn": 1.0}
pewter	{"ud.noun": 1.0}
pg&e	{"ud.noun": 0.14285714285714285, "ud.propn": 0.7142857142857143, "ud.x": 0.14285714285714285}
pge	{"ud.propn": 1.0}
phase	{"ud.noun": 1.0}
phet	{"ud.propn": 1.0}
philadelphia	{"ud.propn": 1.0}
philip	{"ud.propn": 1.0}
philippine	{"ud.adj": 1.0}
philippines	{"ud.propn": 1.0}
philly	{"ud.propn": 1.0}
pho	{"ud.propn": 0.125, "ud.noun": 0.875}
phoenix	{"ud.propn": 0.75, "ud.adj": 0.25}
phone	{"ud.noun": 1.0}
phoned	{"ud.verb": 1.0}
phones	{"ud.noun": 1.0}
photo	{"ud.noun": 1.0}
photography	{"ud.noun": 1.0}
photos	{"ud.noun": 1.0}
phuket	{"ud.propn": 1.0}
phyllis	{"ud.propn": 1.0}
physical	{"ud.noun": 0.07692307692307693, "ud.adj": 0.9230769230769231}
pick	{"ud.verb": 1.0}
picked	{"ud.adj": 0.14285714285714285, "ud.verb": 0.8571428571428571}
picket	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
picking	{"ud.verb": 1.0}
picture	{"ud.noun": 0.875, "ud.verb": 0.125}
pictures	{"ud.noun": 1.0}
pie	{"ud.noun": 1.0}
piece	{"ud.noun": 1.0}
pieces	{"ud.noun": 1.0}
pig	{"ud.noun": 1.0}
pigs	{"ud.propn": 0.4, "ud.noun": 0.6}
pike	{"ud.propn": 1.0}
pilot	{"ud.noun": 0.7333333333333333, "ud.propn": 0.26666666666666666}
pilots	{"ud.noun": 1.0}
pin	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
pinkies	{"ud.noun": 1.0}
pinky	{"ud.noun": 1.0}
pioneer	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
pioneers	{"ud.noun": 0.4, "ud.propn": 0.6}
pipe	{"ud.noun": 1.0}
pipeline	{"ud.noun": 1.0}
pixel	{"ud.noun": 1.0}
pizza	{"ud.noun": 0.9545454545454546, "ud.propn": 0.045454545454545456}
place	{"ud.noun": 0.9393939393939394, "ud.verb": 0.05555555555555555, "ud.propn": 0.005050505050505051}
placed	{"ud.verb": 1.0}
places	{"ud.verb": 0.0196078431372549, "ud.noun": 0.9803921568627451}
plain	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
plan	{"ud.noun": 0.5957446808510638, "ud.verb": 0.40425531914893614}
plane	{"ud.noun": 1.0}
planes	{"ud.noun": 1.0}
planet	{"ud.noun": 0.5, "ud.propn": 0.5}
planned	{"ud.verb": 1.0}
planning	{"ud.verb": 0.6785714285714286, "ud.noun": 0.2857142857142857, "ud.propn": 0.03571428571428571}
plans	{"ud.noun": 0.95, "ud.verb": 0.05}
plant	{"ud.propn": 0.16666666666666666, "ud.verb": 0.3333333333333333, "ud.noun": 0.5}
plants	{"ud.noun": 1.0}
plaster	{"ud.noun": 1.0}
plastic	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
plate	{"ud.noun": 1.0}
play	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
played	{"ud.verb": 1.0}
player	{"ud.noun": 1.0}
players	{"ud.noun": 1.0}
playing	{"ud.verb": 0.9545454545454546, "ud.noun": 0.045454545454545456}
plays	{"ud.verb": 1.0}
pleasant	{"ud.adj": 1.0}
pleasantly	{"ud.adv": 1.0}
please	{"ud.intj": 0.9923076923076923, "ud.verb": 0.0038461538461538464, "ud.adj": 0.0038461538461538464}
pleased	{"ud.adj": 1.0}
pleasure	{"ud.noun": 1.0}
pledge	{"ud.propn": 0.75, "ud.noun": 0.25}
pledged	{"ud.verb": 1.0}
plenty	{"ud.noun": 1.0}
plot	{"ud.noun": 1.0}
plus	{"ud.cconj": 0.75, "ud.propn": 0.1, "ud.noun": 0.1, "ud.adv": 0.05}
pm	{"ud.noun": 1.0}
poa	{"ud.noun": 1.0}
pocket	{"ud.noun": 1.0}
point	{"ud.noun": 0.9459459459459459, "ud.verb": 0.04054054054054054, "ud.propn": 0.013513513513513514}
pointed	{"ud.verb": 0.75, "ud.adj": 0.25}
pointing	{"ud.verb": 1.0}
points	{"ud.noun": 0.972972972972973, "ud.verb": 0.02702702702702703}
poison	{"ud.adj": 0.16666666666666666, "ud.verb": 0.16666666666666666, "ud.noun": 0.6666666666666666}
polar	{"ud.adj": 1.0}
police	{"ud.noun": 0.875, "ud.propn": 0.125}
policies	{"ud.noun": 1.0}
policy	{"ud.noun": 0.9310344827586207, "ud.propn": 0.06896551724137931}
political	{"ud.adj": 1.0}
politically	{"ud.adv": 1.0}
politicians	{"ud.noun": 1.0}
politics	{"ud.noun": 0.9, "ud.propn": 0.1}
polygamous	{"ud.adj": 1.0}
pool	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
pools	{"ud.noun": 1.0}
poor	{"ud.adj": 0.9705882352941176, "ud.noun": 0.029411764705882353}
poorly	{"ud.adv": 0.6666666666666666, "ud.adj": 0.3333333333333333}
pop	{"ud.noun": 0.6666666666666666, "ud.verb": 0.2222222222222222, "ud.propn": 0.1111111111111111}
popular	{"ud.adj": 1.0}
popularity	{"ud.noun": 1.0}
populated	{"ud.verb": 1.0}
population	{"ud.noun": 1.0}
popup	{"ud.noun": 1.0}
pork	{"ud.noun": 1.0}
port	{"ud.propn": 0.3076923076923077, "ud.noun": 0.6923076923076923}
portion	{"ud.noun": 1.0}
portland	{"ud.propn": 1.0}
ports	{"ud.noun": 1.0}
portugal	{"ud.propn": 1.0}
posada	{"ud.propn": 1.0}
pose	{"ud.verb": 1.0}
posed	{"ud.verb": 1.0}
poses	{"ud.verb": 0.5, "ud.noun": 0.5}
position	{"ud.noun": 1.0}
positions	{"ud.noun": 1.0}
positive	{"ud.adj": 1.0}
possibilities	{"ud.noun": 1.0}
possibility	{"ud.noun": 1.0}
possible	{"ud.adj": 1.0}
possibly	{"ud.adv": 1.0}
post	{"ud.noun": 0.46153846153846156, "ud.x": 0.15384615384615385, "ud.verb": 0.34615384615384615, "ud.propn": 0.038461538461538464}
post-war	{"ud.adj": 1.0}
posted	{"ud.verb": 0.85, "ud.adj": 0.15}
poster	{"ud.noun": 1.0}
posters	{"ud.noun": 1.0}
posting	{"ud.noun": 0.5, "ud.verb": 0.5}
pot	{"ud.noun": 1.0}
potato	{"ud.noun": 1.0}
potential	{"ud.noun": 0.4, "ud.adj": 0.6}
potentially	{"ud.adv": 1.0}
potty	{"ud.noun": 1.0}
pounds	{"ud.noun": 1.0}
pour	{"ud.verb": 1.0}
poverty	{"ud.propn": 0.1111111111111111, "ud.noun": 0.8888888888888888}
powell	{"ud.propn": 1.0}
power	{"ud.noun": 0.9466666666666667, "ud.propn": 0.04, "ud.verb": 0.013333333333333334}
powerful	{"ud.adj": 1.0}
practical	{"ud.adj": 1.0}
practice	{"ud.noun": 0.75, "ud.verb": 0.1875, "ud.propn": 0.0625}
practices	{"ud.noun": 1.0}
pray	{"ud.verb": 1.0}
prc	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
pre	{"ud.x": 1.0}
pre-meeting	{"ud.adj": 1.0}
pre-owned	{"ud.adj": 1.0}
precisely	{"ud.adv": 1.0}
predators	{"ud.noun": 1.0}
predict	{"ud.verb": 1.0}
predominantly	{"ud.adv": 1.0}
prefer	{"ud.verb": 1.0}
preferred	{"ud.verb": 0.75, "ud.adj": 0.25}
pregnant	{"ud.adj": 1.0}
premium	{"ud.noun": 1.0}
preorder	{"ud.noun": 1.0}
preparation	{"ud.noun": 1.0}
prepare	{"ud.verb": 1.0}
prepared	{"ud.verb": 0.75, "ud.adj": 0.25}
preparedness	{"ud.noun": 1.0}
preparing	{"ud.verb": 1.0}
presence	{"ud.noun": 1.0}
present	{"ud.verb": 0.4375, "ud.adj": 0.5, "ud.noun": 0.0625}
presentation	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
presented	{"ud.verb": 1.0}
preserve	{"ud.verb": 1.0}
president	{"ud.noun": 0.2112676056338028, "ud.propn": 0.7887323943661971}
presidential	{"ud.adj": 0.7777777777777778, "ud.propn": 0.2222222222222222}
press	{"ud.noun": 0.8, "ud.verb": 0.1, "ud.propn": 0.1}
pressure	{"ud.verb": 0.2, "ud.noun": 0.8}
pretty	{"ud.adv": 0.9444444444444444, "ud.adj": 0.05555555555555555}
prevent	{"ud.verb": 1.0}
prevented	{"ud.verb": 1.0}
previous	{"ud.adj": 1.0}
previously	{"ud.adv": 1.0}
price	{"ud.noun": 0.9912280701754386, "ud.verb": 0.008771929824561403}
priced	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
prices	{"ud.noun": 1.0}
pricey	{"ud.adj": 1.0}
pricing	{"ud.noun": 0.631578947368421, "ud.x": 0.3157894736842105, "ud.verb": 0.05263157894736842}
pride	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
priest	{"ud.noun": 1.0}
primarily	{"ud.adv": 1.0}
primary	{"ud.x": 0.2857142857142857, "ud.adj": 0.7142857142857143}
prime	{"ud.adj": 0.45454545454545453, "ud.propn": 0.5454545454545454}
principal	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
principle	{"ud.noun": 0.8, "ud.adj": 0.2}
print	{"ud.verb": 1.0}
printed	{"ud.verb": 1.0}
printing	{"ud.noun": 0.75, "ud.propn": 0.125, "ud.verb": 0.125}
prior	{"ud.adj": 1.0}
priorities	{"ud.noun": 1.0}
priority	{"ud.noun": 1.0}
prisoners	{"ud.noun": 1.0}
privacy	{"ud.noun": 1.0}
private	{"ud.adj": 1.0}
privileged	{"ud.adj": 1.0}
prize	{"ud.verb": 0.2, "ud.noun": 0.6, "ud.propn": 0.2}
probably	{"ud.adv": 1.0}
problem	{"ud.noun": 0.9866666666666667, "ud.propn": 0.013333333333333334}
problems	{"ud.noun": 1.0}
procedure	{"ud.noun": 1.0}
procedures	{"ud.noun": 1.0}
proceed	{"ud.verb": 1.0}
proceeded	{"ud.verb": 1.0}
proceeding	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
proceedings	{"ud.noun": 0.75, "ud.propn": 0.25}
process	{"ud.noun": 1.0}
processes	{"ud.noun": 1.0}
processing	{"ud.noun": 0.4, "ud.verb": 0.6}
processor	{"ud.noun": 1.0}
produce	{"ud.verb": 1.0}
producers	{"ud.noun": 0.9, "ud.propn": 0.1}
product	{"ud.noun": 1.0}
production	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
products	{"ud.propn": 0.05263157894736842, "ud.noun": 0.9473684210526315}
professional	{"ud.adj": 0.9459459459459459, "ud.adv": 0.02702702702702703, "ud.propn": 0.02702702702702703}
professionalism	{"ud.noun": 1.0}
professionally	{"ud.adv": 1.0}
professor	{"ud.noun": 0.5, "ud.propn": 0.5}
professors	{"ud.propn": 0.5, "ud.noun": 0.5}
program	{"ud.propn": 0.023809523809523808, "ud.noun": 0.9761904761904762}
programme	{"ud.noun": 1.0}
programs	{"ud.noun": 1.0}
progress	{"ud.noun": 0.9285714285714286, "ud.verb": 0.07142857142857142}
prohibited	{"ud.verb": 1.0}
project	{"ud.propn": 0.030303030303030304, "ud.noun": 0.9393939393939394, "ud.verb": 0.030303030303030304}
projected	{"ud.verb": 1.0}
projects	{"ud.noun": 1.0}
prominent	{"ud.adj": 0.75, "ud.propn": 0.25}
promise	{"ud.noun": 0.5, "ud.verb": 0.5}
promised	{"ud.verb": 1.0}
promote	{"ud.verb": 1.0}
promoted	{"ud.verb": 1.0}
prompt	{"ud.adj": 1.0}
proof	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
propaganda	{"ud.noun": 1.0}
propane	{"ud.noun": 1.0}
proper	{"ud.adj": 0.875, "ud.adv": 0.125}
properly	{"ud.adv": 1.0}
properties	{"ud.noun": 1.0}
property	{"ud.noun": 1.0}
prophet	{"ud.propn": 1.0}
proposal	{"ud.noun": 0.875, "ud.x": 0.125}
propose	{"ud.verb": 1.0}
proposed	{"ud.verb": 0.9333333333333333, "ud.x": 0.06666666666666667}
pros	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
prosecution	{"ud.noun": 1.0}
prosecutors	{"ud.noun": 1.0}
prospect	{"ud.noun": 1.0}
protect	{"ud.verb": 1.0}
protected	{"ud.verb": 1.0}
protection	{"ud.propn": 0.2, "ud.noun": 0.8}
protein	{"ud.noun": 1.0}
protocol	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
proud	{"ud.adj": 1.0}
prove	{"ud.verb": 1.0}
proven	{"ud.verb": 1.0}
provide	{"ud.verb": 1.0}
provided	{"ud.verb": 1.0}
provider	{"ud.noun": 1.0}
providers	{"ud.noun": 1.0}
provides	{"ud.verb": 1.0}
providing	{"ud.verb": 1.0}
province	{"ud.propn": 0.8571428571428571, "ud.noun": 0.14285714285714285}
provision	{"ud.noun": 1.0}
provisions	{"ud.noun": 1.0}
ps	{"ud.noun": 1.0}
pst	{"ud.propn": 0.75, "ud.noun": 0.25}
pub	{"ud.noun": 1.0}
public	{"ud.adj": 0.8125, "ud.noun": 0.15625, "ud.propn": 0.03125}
publication	{"ud.noun": 1.0}
publications	{"ud.noun": 0.75, "ud.propn": 0.25}
publicly	{"ud.adv": 1.0}
published	{"ud.verb": 1.0}
puct	{"ud.propn": 1.0}
puerto	{"ud.propn": 1.0}
pull	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
pulled	{"ud.verb": 1.0}
pulling	{"ud.verb": 1.0}
pump	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
pup	{"ud.noun": 1.0}
puppets	{"ud.noun": 1.0}
puppy	{"ud.noun": 1.0}
purchase	{"ud.verb": 0.5, "ud.noun": 0.5}
purchased	{"ud.verb": 1.0}
purchasing	{"ud.verb": 1.0}
pure	{"ud.adj": 1.0}
purple	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
purpose	{"ud.noun": 1.0}
purposes	{"ud.noun": 1.0}
pursuit	{"ud.noun": 0.8, "ud.propn": 0.2}
push	{"ud.noun": 0.2, "ud.verb": 0.8}
pushed	{"ud.verb": 1.0}
pushing	{"ud.verb": 1.0}
put	{"ud.verb": 1.0}
puts	{"ud.verb": 0.4166666666666667, "ud.noun": 0.5833333333333334}
putting	{"ud.verb": 0.9545454545454546, "ud.adj": 0.045454545454545456}
python	{"ud.noun": 1.0}
q1	{"ud.noun": 1.0}
qa'ida	{"ud.propn": 1.0}
qadoos	{"ud.propn": 1.0}
qaeda	{"ud.propn": 1.0}
qanooni	{"ud.propn": 1.0}
qualified	{"ud.adj": 0.8571428571428571, "ud.verb": 0.14285714285714285}
quality	{"ud.noun": 0.8604651162790697, "ud.adj": 0.13953488372093023}
quantity	{"ud.noun": 1.0}
quarter	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
queen	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
queso	{"ud.noun": 1.0}
questar	{"ud.propn": 0.8461538461538461, "ud.x": 0.15384615384615385}
question	{"ud.noun": 0.9591836734693877, "ud.verb": 0.04081632653061224}
questioned	{"ud.verb": 1.0}
questions	{"ud.noun": 1.0}
quick	{"ud.adj": 0.7391304347826086, "ud.adv": 0.21739130434782608, "ud.propn": 0.043478260869565216}
quickly	{"ud.adv": 1.0}
quiet	{"ud.adj": 0.6666666666666666, "ud.noun": 0.16666666666666666, "ud.verb": 0.16666666666666666}
quietly	{"ud.adv": 1.0}
quite	{"ud.adv": 0.6739130434782609, "ud.det": 0.32608695652173914}
quiz	{"ud.noun": 1.0}
quote	{"ud.noun": 0.8333333333333334, "ud.verb": 0.16666666666666666}
quoted	{"ud.verb": 1.0}
quoting	{"ud.verb": 1.0}
r	{"ud.aux": 0.7777777777777778, "ud.x": 0.1111111111111111, "ud.propn": 0.1111111111111111}
r.	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
rabbit	{"ud.noun": 1.0}
rabbits	{"ud.noun": 1.0}
race	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
rachels	{"ud.propn": 1.0}
racial	{"ud.adj": 1.0}
racism	{"ud.noun": 1.0}
radiation	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
radical	{"ud.adj": 1.0}
radicals	{"ud.noun": 1.0}
radio	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
radison	{"ud.propn": 1.0}
rahman	{"ud.propn": 1.0}
rail	{"ud.noun": 0.75, "ud.propn": 0.25}
rain	{"ud.noun": 1.0}
raise	{"ud.verb": 1.0}
raised	{"ud.verb": 1.0}
raising	{"ud.noun": 0.5, "ud.verb": 0.5}
rally	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
ramadi	{"ud.propn": 1.0}
ran	{"ud.verb": 1.0}
rang	{"ud.verb": 1.0}
range	{"ud.noun": 0.8636363636363636, "ud.verb": 0.045454545454545456, "ud.propn": 0.09090909090909091}
ranger	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
ranging	{"ud.verb": 1.0}
rank	{"ud.noun": 1.0}
rape	{"ud.noun": 1.0}
raphael	{"ud.propn": 1.0}
rare	{"ud.adj": 1.0}
rarely	{"ud.adv": 1.0}
rat	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
rate	{"ud.noun": 0.8717948717948718, "ud.verb": 0.1282051282051282}
rated	{"ud.verb": 1.0}
rates	{"ud.noun": 0.95, "ud.x": 0.05}
rather	{"ud.propn": 0.041666666666666664, "ud.adp": 0.16666666666666666, "ud.adv": 0.7916666666666666}
rating	{"ud.noun": 0.7142857142857143, "ud.verb": 0.2857142857142857}
rats	{"ud.noun": 1.0}
raw	{"ud.propn": 0.6, "ud.adj": 0.4}
ray	{"ud.propn": 0.75, "ud.noun": 0.25}
rays	{"ud.noun": 0.9, "ud.verb": 0.1}
re	{"ud.x": 0.19047619047619047, "ud.adp": 0.5714285714285714, "ud.aux": 0.23809523809523808}
reach	{"ud.verb": 0.9166666666666666, "ud.noun": 0.08333333333333333}
reached	{"ud.verb": 1.0}
reaching	{"ud.verb": 1.0}
react	{"ud.verb": 1.0}
reaction	{"ud.noun": 1.0}
read	{"ud.verb": 0.9836065573770492, "ud.noun": 0.01639344262295082}
reading	{"ud.verb": 0.8, "ud.noun": 0.2}
ready	{"ud.adj": 1.0}
real	{"ud.adj": 0.9454545454545454, "ud.propn": 0.01818181818181818, "ud.adv": 0.03636363636363636}
reality	{"ud.noun": 1.0}
realize	{"ud.verb": 1.0}
