!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9983351831298557, "ud.sym": 0.0011098779134295228, "ud.noun": 0.0005549389567147614}
meistertitel	{"ud.noun": 1.0}
meißen	{"ud.propn": 1.0}
meißner	{"ud.propn": 1.0}
melbourne	{"ud.propn": 1.0}
meldete	{"ud.verb": 1.0}
melodie	{"ud.noun": 1.0}
memmingen	{"ud.propn": 1.0}
memorial	{"ud.propn": 1.0}
menge	{"ud.noun": 1.0}
mengen	{"ud.noun": 1.0}
mennoniten	{"ud.noun": 1.0}
mensch	{"ud.noun": 1.0}
menschen	{"ud.noun": 1.0}
menschenrechte	{"ud.noun": 1.0}
menschlich	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
menschliche	{"ud.adj": 1.0}
menschlichen	{"ud.adj": 1.0}
menschlicher	{"ud.adj": 1.0}
mentor	{"ud.propn": 1.0}
meppen	{"ud.propn": 1.0}
mercedes	{"ud.propn": 0.875, "ud.noun": 0.125}
merkmal	{"ud.noun": 1.0}
merkmale	{"ud.noun": 1.0}
merseburg	{"ud.propn": 1.0}
mesopotamien	{"ud.propn": 1.0}
messe	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
messen	{"ud.verb": 0.7142857142857143, "ud.propn": 0.14285714285714285, "ud.noun": 0.14285714285714285}
messer	{"ud.noun": 1.0}
messias	{"ud.propn": 1.0}
metal	{"ud.propn": 0.8461538461538461, "ud.noun": 0.15384615384615385}
metall	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
meter	{"ud.noun": 1.0}
metern	{"ud.noun": 1.0}
methode	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
methoden	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
mexico	{"ud.propn": 1.0}
mexikanischen	{"ud.adj": 1.0}
mexiko	{"ud.propn": 1.0}
meyer	{"ud.noun": 0.16666666666666666, "ud.propn": 0.8333333333333334}
mg	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
miami	{"ud.propn": 1.0}
mich	{"ud.pron": 1.0}
michael	{"ud.propn": 1.0}
michel	{"ud.propn": 1.0}
michigan	{"ud.propn": 1.0}
microsoft	{"ud.propn": 1.0}
mike	{"ud.propn": 1.0}
mikroorganismen	{"ud.noun": 1.0}
milch	{"ud.noun": 1.0}
miles	{"ud.propn": 0.6666666666666666, "ud.pron": 0.3333333333333333}
militär	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
militärdienst	{"ud.noun": 1.0}
militärisch	{"ud.adj": 1.0}
militärische	{"ud.adj": 1.0}
militärischen	{"ud.adj": 1.0}
militärischer	{"ud.adj": 1.0}
milliarden	{"ud.noun": 1.0}
millimeter	{"ud.noun": 1.0}
millimetern	{"ud.noun": 1.0}
million	{"ud.noun": 0.4, "ud.num": 0.6}
millionen	{"ud.noun": 0.8723404255319149, "ud.num": 0.1276595744680851}
min	{"ud.noun": 0.5, "ud.x": 0.25, "ud.propn": 0.25}
minden	{"ud.propn": 1.0}
mindestens	{"ud.adv": 1.0}
mine	{"ud.propn": 0.8, "ud.noun": 0.2}
minen	{"ud.noun": 1.0}
minister	{"ud.noun": 0.75, "ud.propn": 0.25}
ministerium	{"ud.propn": 0.75, "ud.noun": 0.25}
ministeriums	{"ud.propn": 1.0}
ministerpräsident	{"ud.noun": 0.75, "ud.propn": 0.25}
ministerpräsidenten	{"ud.noun": 0.8, "ud.propn": 0.2}
minnesota	{"ud.propn": 1.0}
minor	{"ud.propn": 1.0}
minute	{"ud.noun": 1.0}
minuten	{"ud.noun": 1.0}
mio	{"ud.x": 0.14285714285714285, "ud.num": 0.2857142857142857, "ud.propn": 0.2857142857142857, "ud.noun": 0.2857142857142857}
mir	{"ud.pron": 1.0}
missbrauch	{"ud.noun": 1.0}
mission	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
mississippi	{"ud.propn": 1.0}
missouri	{"ud.propn": 1.0}
mit	{"ud.adp": 0.995736617716722, "ud.adv": 0.0037896731406916154, "ud.part": 0.0004737091425864519}
mitarbeiter	{"ud.noun": 1.0}
mitarbeiterin	{"ud.noun": 1.0}
mitarbeitern	{"ud.noun": 1.0}
mitbegründer	{"ud.noun": 1.0}
miteinander	{"ud.adv": 1.0}
mitgeteilt	{"ud.verb": 1.0}
mitglied	{"ud.noun": 1.0}
mitglieder	{"ud.noun": 1.0}
mitgliedern	{"ud.noun": 1.0}
mitgliedschaft	{"ud.noun": 1.0}
mitgliedstaaten	{"ud.noun": 1.0}
mitte	{"ud.noun": 0.8723404255319149, "ud.propn": 0.1276595744680851}
mittel	{"ud.noun": 1.0}
mittelalter	{"ud.noun": 1.0}
mittelalterliche	{"ud.adj": 1.0}
mittelalterlichen	{"ud.adj": 1.0}
mittelalters	{"ud.noun": 1.0}
mittelfeld	{"ud.noun": 1.0}
mittelmeer	{"ud.propn": 1.0}
mitteln	{"ud.noun": 1.0}
mittelpunkt	{"ud.noun": 1.0}
mittels	{"ud.adp": 1.0}
mittelschule	{"ud.noun": 1.0}
mittelstürmer	{"ud.noun": 1.0}
mitten	{"ud.adv": 1.0}
mittlere	{"ud.adj": 0.75, "ud.noun": 0.125, "ud.propn": 0.125}
mittleren	{"ud.adj": 0.8461538461538461, "ud.propn": 0.15384615384615385}
mittlerweile	{"ud.adv": 1.0}
mittwoch	{"ud.propn": 1.0}
mitunter	{"ud.adv": 1.0}
mm	{"ud.noun": 0.9767441860465116, "ud.propn": 0.023255813953488372}
mobile	{"ud.adj": 0.2857142857142857, "ud.propn": 0.7142857142857143}
modell	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
modelle	{"ud.noun": 1.0}
modells	{"ud.noun": 1.0}
modern	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
moderne	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
modernen	{"ud.adj": 1.0}
moderner	{"ud.adj": 1.0}
modernisiert	{"ud.verb": 1.0}
modernisierung	{"ud.noun": 1.0}
modus	{"ud.noun": 1.0}
mohammed	{"ud.propn": 1.0}
moll	{"ud.noun": 0.75, "ud.propn": 0.25}
moment	{"ud.noun": 1.0}
momentan	{"ud.adj": 1.0}
monaco	{"ud.propn": 1.0}
monat	{"ud.noun": 1.0}
monate	{"ud.noun": 1.0}
monaten	{"ud.noun": 1.0}
monatliche	{"ud.adj": 1.0}
mond	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
monde	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
mongolei	{"ud.propn": 1.0}
monogamie	{"ud.noun": 1.0}
mont	{"ud.propn": 1.0}
montag	{"ud.propn": 1.0}
montiert	{"ud.verb": 1.0}
montreux	{"ud.propn": 1.0}
moore	{"ud.propn": 1.0}
mord	{"ud.noun": 1.0}
more	{"ud.propn": 1.0}
morgen	{"ud.noun": 0.75, "ud.adv": 0.25}
moritz	{"ud.propn": 1.0}
morrison	{"ud.propn": 1.0}
moses	{"ud.propn": 1.0}
moskau	{"ud.propn": 1.0}
moskauer	{"ud.propn": 1.0}
motiv	{"ud.noun": 1.0}
motivation	{"ud.noun": 1.0}
motive	{"ud.noun": 1.0}
motor	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
motoren	{"ud.noun": 1.0}
motorisierung	{"ud.noun": 1.0}
motors	{"ud.propn": 0.7142857142857143, "ud.noun": 0.2857142857142857}
motto	{"ud.noun": 1.0}
moutier	{"ud.propn": 1.0}
mp3	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
mund	{"ud.noun": 1.0}
municipio	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
munition	{"ud.noun": 1.0}
muscat	{"ud.propn": 1.0}
museen	{"ud.noun": 1.0}
museum	{"ud.propn": 0.5555555555555556, "ud.noun": 0.4444444444444444}
museums	{"ud.propn": 0.5, "ud.noun": 0.5}
music	{"ud.propn": 0.875, "ud.noun": 0.125}
musical	{"ud.noun": 0.8, "ud.propn": 0.2}
musik	{"ud.noun": 0.94, "ud.propn": 0.06}
musikalisch	{"ud.adj": 1.0}
musikalische	{"ud.adj": 1.0}
musikalischen	{"ud.adj": 1.0}
musiker	{"ud.noun": 1.0}
musikschule	{"ud.noun": 1.0}
musikuniversität	{"ud.noun": 1.0}
muslime	{"ud.noun": 1.0}
muss	{"ud.aux": 1.0}
musste	{"ud.aux": 0.9814814814814815, "ud.verb": 0.018518518518518517}
mussten	{"ud.aux": 1.0}
mut	{"ud.noun": 1.0}
mutationen	{"ud.noun": 1.0}
mutter	{"ud.noun": 1.0}
muß	{"ud.aux": 0.9473684210526315, "ud.verb": 0.05263157894736842}
mw	{"ud.noun": 1.0}
mwt	{"ud.propn": 1.0}
my	{"ud.propn": 0.8333333333333334, "ud.x": 0.16666666666666666}
mythen	{"ud.noun": 1.0}
mythologie	{"ud.noun": 1.0}
m²	{"ud.noun": 1.0}
mächtigen	{"ud.adj": 1.0}
mädchen	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
männchen	{"ud.noun": 1.0}
männer	{"ud.noun": 1.0}
männern	{"ud.noun": 1.0}
männlich	{"ud.adj": 1.0}
männliche	{"ud.adj": 1.0}
männlichen	{"ud.adj": 1.0}
märchen	{"ud.noun": 1.0}
märkte	{"ud.noun": 1.0}
märz	{"ud.propn": 1.0}
möbel	{"ud.noun": 1.0}
möchte	{"ud.aux": 0.9545454545454546, "ud.verb": 0.045454545454545456}
möglich	{"ud.adj": 0.9777777777777777, "ud.adv": 0.022222222222222223}
mögliche	{"ud.noun": 0.125, "ud.adj": 0.875}
möglichen	{"ud.adj": 1.0}
möglicherweise	{"ud.adv": 1.0}
möglichkeit	{"ud.noun": 1.0}
möglichkeiten	{"ud.noun": 1.0}
möglichst	{"ud.adv": 1.0}
mönche	{"ud.noun": 1.0}
mühe	{"ud.noun": 1.0}
mühle	{"ud.noun": 0.6, "ud.propn": 0.4}
mühlhausen	{"ud.propn": 1.0}
mülheim	{"ud.propn": 1.0}
mülheimer	{"ud.propn": 1.0}
müller	{"ud.propn": 1.0}
münchen	{"ud.propn": 1.0}
münchner	{"ud.propn": 0.9, "ud.adj": 0.1}
mündet	{"ud.verb": 1.0}
mündung	{"ud.noun": 1.0}
münster	{"ud.propn": 1.0}
münzen	{"ud.noun": 1.0}
müsse	{"ud.aux": 1.0}
müssen	{"ud.aux": 1.0}
müsste	{"ud.aux": 1.0}
müssten	{"ud.aux": 1.0}
mütter	{"ud.noun": 1.0}
n	{"ud.propn": 0.5714285714285714, "ud.num": 0.14285714285714285, "ud.noun": 0.2857142857142857}
na	{"ud.part": 0.2, "ud.propn": 0.8}
nach	{"ud.adp": 0.9884649511978705, "ud.sconj": 0.0008873114463176575, "ud.adv": 0.01064773735581189}
nachbargemeinden	{"ud.noun": 1.0}
nachbarn	{"ud.noun": 1.0}
nachdem	{"ud.sconj": 0.9866666666666667, "ud.cconj": 0.013333333333333334}
nachfolge	{"ud.noun": 1.0}
nachfolgend	{"ud.adj": 1.0}
nachfolgenden	{"ud.adj": 1.0}
nachfolger	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
nachfolgerin	{"ud.noun": 1.0}
nachfrage	{"ud.noun": 1.0}
nachgefüllt	{"ud.verb": 1.0}
nachgewiesen	{"ud.verb": 1.0}
nachhaltig	{"ud.adv": 0.5, "ud.adj": 0.5}
nachkommen	{"ud.noun": 1.0}
nachkriegszeit	{"ud.noun": 1.0}
nachmittag	{"ud.noun": 1.0}
nachricht	{"ud.noun": 1.0}
nachrichten	{"ud.noun": 1.0}
nacht	{"ud.noun": 0.9411764705882353, "ud.propn": 0.058823529411764705}
nachts	{"ud.adv": 1.0}
nachweis	{"ud.noun": 0.875, "ud.propn": 0.125}
nachweisbar	{"ud.adj": 1.0}
nachweisen	{"ud.verb": 1.0}
nackt	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
nad	{"ud.propn": 1.0}
nahe	{"ud.adv": 0.2222222222222222, "ud.adj": 0.2222222222222222, "ud.adp": 0.5555555555555556}
nahen	{"ud.propn": 0.3, "ud.adj": 0.7}
nahezu	{"ud.adv": 1.0}
nahm	{"ud.verb": 1.0}
nahmen	{"ud.verb": 1.0}
nahrung	{"ud.noun": 1.0}
nahrungsmittel	{"ud.noun": 1.0}
name	{"ud.noun": 0.9545454545454546, "ud.propn": 0.045454545454545456}
namen	{"ud.noun": 0.9861111111111112, "ud.propn": 0.013888888888888888}
namens	{"ud.adp": 0.8, "ud.noun": 0.2}
namensgebende	{"ud.adj": 1.0}
namensgebung	{"ud.noun": 1.0}
nannte	{"ud.verb": 1.0}
nannten	{"ud.verb": 1.0}
nantes	{"ud.propn": 1.0}
napoleon	{"ud.propn": 1.0}
napoleons	{"ud.propn": 1.0}
nasa	{"ud.propn": 1.0}
nase	{"ud.noun": 1.0}
nassau	{"ud.propn": 1.0}
nation	{"ud.noun": 0.7142857142857143, "ud.propn": 0.2857142857142857}
national	{"ud.propn": 0.9615384615384616, "ud.adj": 0.038461538461538464}
nationale	{"ud.adj": 0.5, "ud.propn": 0.5}
nationalen	{"ud.adj": 0.8, "ud.propn": 0.2}
nationalmannschaft	{"ud.noun": 1.0}
nationalpark	{"ud.noun": 0.6363636363636364, "ud.propn": 0.36363636363636365}
nationalparks	{"ud.propn": 0.75, "ud.noun": 0.25}
nationalrat	{"ud.noun": 1.0}
nationalsozialismus	{"ud.noun": 1.0}
nationalsozialisten	{"ud.noun": 1.0}
nationalversammlung	{"ud.noun": 1.0}
nationen	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
nato	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
natur	{"ud.noun": 1.0}
natura	{"ud.propn": 1.0}
naturnahe	{"ud.adj": 1.0}
naturwissenschaftliche	{"ud.adj": 1.0}
natürlich	{"ud.adv": 0.42857142857142855, "ud.adj": 0.5714285714285714}
natürliche	{"ud.adj": 1.0}
natürlichen	{"ud.adj": 1.0}
navy	{"ud.propn": 1.0}
nazis	{"ud.noun": 0.6, "ud.propn": 0.4}
ndr	{"ud.propn": 1.0}
neben	{"ud.adp": 1.0}
nebenbei	{"ud.adv": 1.0}
nebeneinander	{"ud.adv": 1.0}
nebenfluss	{"ud.noun": 1.0}
negative	{"ud.adj": 0.875, "ud.noun": 0.125}
negativen	{"ud.adj": 1.0}
nehmen	{"ud.verb": 1.0}
neigung	{"ud.noun": 1.0}
nein	{"ud.part": 1.0}
nekropole	{"ud.noun": 1.0}
nelson	{"ud.propn": 1.0}
nennen	{"ud.verb": 0.875, "ud.noun": 0.125}
nennenswerten	{"ud.adj": 1.0}
nennt	{"ud.verb": 1.0}
nett	{"ud.adj": 0.9, "ud.adv": 0.1}
nette	{"ud.adj": 1.0}
netten	{"ud.adj": 1.0}
netter	{"ud.adj": 1.0}
nettes	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
netz	{"ud.noun": 1.0}
netzwerk	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
neu	{"ud.adv": 0.1206896551724138, "ud.adj": 0.7758620689655172, "ud.propn": 0.10344827586206896}
neubau	{"ud.noun": 1.0}
neubaus	{"ud.noun": 1.0}
neue	{"ud.adj": 0.9428571428571428, "ud.propn": 0.05714285714285714}
neuen	{"ud.adj": 0.9404761904761905, "ud.propn": 0.05952380952380952}
neuenburg	{"ud.propn": 1.0}
neuer	{"ud.adj": 0.9090909090909091, "ud.propn": 0.09090909090909091}
neuere	{"ud.adj": 1.0}
neueren	{"ud.adj": 1.0}
neues	{"ud.adj": 0.9375, "ud.propn": 0.0625}
neuesten	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
neumann	{"ud.propn": 1.0}
neun	{"ud.num": 1.0}
neuseeland	{"ud.propn": 1.0}
neuss	{"ud.propn": 1.0}
neustadt	{"ud.propn": 0.8571428571428571, "ud.noun": 0.14285714285714285}
neustädter	{"ud.adj": 0.3333333333333333, "ud.propn": 0.6666666666666666}
neutrale	{"ud.adj": 1.0}
new	{"ud.propn": 0.9836065573770492, "ud.adj": 0.01639344262295082}
newton	{"ud.propn": 1.0}
ng	{"ud.propn": 1.0}
ngc	{"ud.propn": 1.0}
nhl	{"ud.propn": 1.0}
niamey	{"ud.propn": 1.0}
nicht	{"ud.part": 0.995418098510882, "ud.propn": 0.002290950744558992, "ud.noun": 0.001145475372279496, "ud.adv": 0.001145475372279496}
nichts	{"ud.pron": 0.9736842105263158, "ud.noun": 0.02631578947368421}
nickel	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
nie	{"ud.adv": 1.0}
nieder	{"ud.adv": 0.875, "ud.propn": 0.125}
niedergang	{"ud.noun": 1.0}
niedergeschlagen	{"ud.verb": 1.0}
niederlage	{"ud.noun": 1.0}
niederlagen	{"ud.noun": 1.0}
niederlande	{"ud.propn": 1.0}
niederlanden	{"ud.propn": 1.0}
niederländischen	{"ud.adj": 0.875, "ud.propn": 0.125}
niedersachsen	{"ud.propn": 1.0}
niederschlag	{"ud.noun": 1.0}
niedersächsischen	{"ud.adj": 1.0}
niederösterreich	{"ud.propn": 1.0}
niedrige	{"ud.adj": 1.0}
niedrigen	{"ud.adj": 1.0}
niedriger	{"ud.adj": 1.0}
niemals	{"ud.adv": 1.0}
niemand	{"ud.pron": 1.0}
niger	{"ud.propn": 1.0}
nigeria	{"ud.propn": 1.0}
night	{"ud.propn": 1.0}
nikolaus	{"ud.propn": 1.0}
nilkheim	{"ud.propn": 1.0}
nimmt	{"ud.verb": 1.0}
ninja	{"ud.propn": 1.0}
nissan	{"ud.propn": 1.0}
niveau	{"ud.noun": 1.0}
nn	{"ud.propn": 1.0}
no	{"ud.propn": 1.0}
noch	{"ud.adv": 0.9676674364896074, "ud.cconj": 0.03233256351039261}
nochmals	{"ud.adv": 1.0}
noman	{"ud.propn": 1.0}
nominiert	{"ud.verb": 0.8888888888888888, "ud.adj": 0.1111111111111111}
nominierung	{"ud.noun": 1.0}
nord	{"ud.noun": 0.5517241379310345, "ud.propn": 0.3793103448275862, "ud.adj": 0.06896551724137931}
nordafrika	{"ud.propn": 1.0}
nordafrikanischen	{"ud.adj": 1.0}
nordamerika	{"ud.propn": 1.0}
norddeutschen	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
norden	{"ud.noun": 1.0}
nordhausen	{"ud.propn": 1.0}
nordischen	{"ud.propn": 0.75, "ud.adj": 0.25}
nordost	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
nordosten	{"ud.noun": 1.0}
nordrhein	{"ud.propn": 0.9090909090909091, "ud.adj": 0.09090909090909091}
nordsee	{"ud.propn": 1.0}
nordseite	{"ud.noun": 1.0}
nordwesten	{"ud.noun": 1.0}
nordwestlich	{"ud.adj": 0.6, "ud.adp": 0.3, "ud.adv": 0.1}
nordwestlichen	{"ud.adj": 1.0}
nordöstlich	{"ud.adj": 0.5714285714285714, "ud.adp": 0.42857142857142855}
norma	{"ud.propn": 1.0}
normal	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
normale	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
normalerweise	{"ud.adv": 1.0}
norman	{"ud.propn": 1.0}
normannischen	{"ud.adj": 1.0}
north	{"ud.propn": 1.0}
northern	{"ud.propn": 1.0}
norwegen	{"ud.propn": 1.0}
norwegischen	{"ud.adj": 1.0}
not	{"ud.propn": 1.0}
notation	{"ud.noun": 1.0}
notiert	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
notwendig	{"ud.adv": 0.16666666666666666, "ud.adj": 0.8333333333333334}
notwendige	{"ud.adj": 1.0}
notwendigen	{"ud.adj": 1.0}
november	{"ud.propn": 1.0}
nováček	{"ud.propn": 1.0}
nr	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
ns	{"ud.propn": 1.0}
nsdap	{"ud.propn": 1.0}
null	{"ud.num": 0.4, "ud.noun": 0.6}
nummer	{"ud.noun": 1.0}
nun	{"ud.adv": 0.9759036144578314, "ud.propn": 0.024096385542168676}
nunmehr	{"ud.adv": 1.0}
nur	{"ud.adv": 0.989648033126294, "ud.cconj": 0.010351966873706004}
nutzen	{"ud.verb": 0.8947368421052632, "ud.noun": 0.10526315789473684}
nutzt	{"ud.verb": 1.0}
nutzte	{"ud.verb": 1.0}
nutzung	{"ud.noun": 1.0}
nächste	{"ud.adj": 0.9090909090909091, "ud.noun": 0.09090909090909091}
nächsten	{"ud.adj": 1.0}
nächster	{"ud.adj": 1.0}
nächte	{"ud.noun": 1.0}
nächtlichen	{"ud.adj": 1.0}
nähe	{"ud.noun": 1.0}
näher	{"ud.adj": 1.0}
nähere	{"ud.adj": 1.0}
näheren	{"ud.adj": 1.0}
nämlich	{"ud.adv": 0.8333333333333334, "ud.cconj": 0.16666666666666666}
nördlich	{"ud.adj": 0.6551724137931034, "ud.adp": 0.3103448275862069, "ud.adv": 0.034482758620689655}
nördliche	{"ud.adj": 0.8, "ud.noun": 0.1, "ud.propn": 0.1}
nördlichen	{"ud.adj": 1.0}
nördlicher	{"ud.adj": 1.0}
nördlichste	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
nötig	{"ud.adv": 0.2, "ud.adj": 0.8}
nötige	{"ud.adj": 1.0}
nötigen	{"ud.verb": 0.25, "ud.adj": 0.75}
nürnberg	{"ud.propn": 1.0}
nürnberger	{"ud.propn": 0.8333333333333334, "ud.adj": 0.16666666666666666}
o	{"ud.sym": 0.2, "ud.propn": 0.4, "ud.adv": 0.2, "ud.noun": 0.2}
o'brien	{"ud.propn": 1.0}
ob	{"ud.cconj": 0.08333333333333333, "ud.sconj": 0.8333333333333334, "ud.adv": 0.020833333333333332, "ud.adp": 0.041666666666666664, "ud.propn": 0.020833333333333332}
oben	{"ud.adv": 0.9333333333333333, "ud.adj": 0.06666666666666667}
ober	{"ud.propn": 1.0}
oberbayern	{"ud.propn": 1.0}
oberbürgermeister	{"ud.noun": 1.0}
obere	{"ud.adj": 1.0}
oberen	{"ud.adj": 0.8571428571428571, "ud.noun": 0.07142857142857142, "ud.propn": 0.07142857142857142}
oberfläche	{"ud.noun": 1.0}
oberhalb	{"ud.adv": 0.16666666666666666, "ud.adp": 0.8333333333333334}
oberliga	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
oberschule	{"ud.noun": 1.0}
oberseite	{"ud.noun": 1.0}
oberst	{"ud.propn": 0.75, "ud.noun": 0.25}
oberste	{"ud.propn": 0.5, "ud.adj": 0.5}
obersten	{"ud.noun": 0.2, "ud.propn": 0.2, "ud.adj": 0.6}
oberstufe	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
objekt	{"ud.noun": 1.0}
objekte	{"ud.noun": 1.0}
objektive	{"ud.noun": 0.75, "ud.adj": 0.25}
oblast	{"ud.noun": 0.6, "ud.propn": 0.4}
obrigkeit	{"ud.noun": 1.0}
obst	{"ud.noun": 1.0}
obwohl	{"ud.sconj": 0.9534883720930233, "ud.cconj": 0.046511627906976744}
oder	{"ud.cconj": 0.9870609981515711, "ud.noun": 0.0018484288354898336, "ud.propn": 0.011090573012939002}
oettinger	{"ud.propn": 1.0}
of	{"ud.propn": 0.9926470588235294, "ud.adp": 0.007352941176470588}
off	{"ud.noun": 0.5, "ud.propn": 0.5}
offen	{"ud.adv": 0.2727272727272727, "ud.adj": 0.7272727272727273}
offenbach	{"ud.propn": 1.0}
offenbar	{"ud.adv": 0.625, "ud.adj": 0.375}
offene	{"ud.adj": 1.0}
offenen	{"ud.adj": 0.8571428571428571, "ud.propn": 0.14285714285714285}
offener	{"ud.adj": 1.0}
offenes	{"ud.adj": 1.0}
offensichtlich	{"ud.adv": 0.75, "ud.adj": 0.25}
offensive	{"ud.adj": 0.2, "ud.noun": 0.4, "ud.propn": 0.4}
office	{"ud.propn": 1.0}
offiziell	{"ud.adv": 0.25, "ud.adj": 0.75}
offizielle	{"ud.adj": 1.0}
offiziellen	{"ud.adj": 1.0}
offizieller	{"ud.adj": 0.8, "ud.noun": 0.2}
offizier	{"ud.noun": 1.0}
offiziere	{"ud.noun": 1.0}
offizieren	{"ud.noun": 1.0}
offs	{"ud.propn": 1.0}
oft	{"ud.adv": 1.0}
oftmals	{"ud.adv": 1.0}
og	{"ud.noun": 0.6666666666666666, "ud.x": 0.3333333333333333}
ohio	{"ud.propn": 1.0}
ohne	{"ud.adp": 0.946236559139785, "ud.sconj": 0.053763440860215055}
ohnehin	{"ud.adv": 1.0}
ohr	{"ud.noun": 1.0}
ohren	{"ud.noun": 1.0}
ok	{"ud.adj": 1.0}
okay	{"ud.adj": 1.0}
okres	{"ud.noun": 0.42857142857142855, "ud.propn": 0.5714285714285714}
oktober	{"ud.propn": 1.0}
old	{"ud.propn": 1.0}
oldendorf	{"ud.propn": 1.0}
ole	{"ud.propn": 1.0}
oliver	{"ud.propn": 1.0}
olympia	{"ud.propn": 1.0}
olympic	{"ud.propn": 1.0}
olympischen	{"ud.propn": 0.9473684210526315, "ud.noun": 0.05263157894736842}
on	{"ud.noun": 0.1, "ud.propn": 0.9}
one	{"ud.propn": 1.0}
onkel	{"ud.noun": 1.0}
online	{"ud.adv": 0.25, "ud.adj": 0.3333333333333333, "ud.propn": 0.16666666666666666, "ud.noun": 0.25}
opa	{"ud.propn": 1.0}
open	{"ud.propn": 0.8571428571428571, "ud.noun": 0.07142857142857142, "ud.adj": 0.07142857142857142}
opentv	{"ud.propn": 1.0}
oper	{"ud.noun": 0.8461538461538461, "ud.propn": 0.15384615384615385}
operation	{"ud.noun": 0.7, "ud.propn": 0.3}
operationen	{"ud.propn": 0.2222222222222222, "ud.noun": 0.7777777777777778}
operative	{"ud.adj": 1.0}
opfer	{"ud.noun": 1.0}
oppeln	{"ud.propn": 1.0}
opposition	{"ud.noun": 0.875, "ud.propn": 0.125}
optik	{"ud.noun": 1.0}
opuntia	{"ud.propn": 1.0}
or	{"ud.propn": 0.75, "ud.cconj": 0.25}
orange	{"ud.propn": 1.0}
oratorium	{"ud.noun": 1.0}
orchester	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
orchesters	{"ud.noun": 1.0}
orden	{"ud.propn": 0.25, "ud.noun": 0.75}
ordens	{"ud.noun": 0.5, "ud.propn": 0.5}
ordentlich	{"ud.adj": 0.8, "ud.adv": 0.2}
ordentlichen	{"ud.adj": 1.0}
order	{"ud.noun": 0.25, "ud.propn": 0.75}
ordnung	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
orf	{"ud.propn": 1.0}
organ	{"ud.propn": 1.0}
organisation	{"ud.noun": 1.0}
organisationen	{"ud.noun": 1.0}
organisatorische	{"ud.adj": 1.0}
organisiert	{"ud.verb": 0.5384615384615384, "ud.adj": 0.46153846153846156}
organisierte	{"ud.verb": 1.0}
organist	{"ud.noun": 1.0}
orgel	{"ud.noun": 1.0}
orgelbauer	{"ud.noun": 1.0}
orient	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
orientieren	{"ud.verb": 1.0}
orientiert	{"ud.adj": 0.16666666666666666, "ud.verb": 0.8333333333333334}
orientierte	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
orientierten	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
orientierung	{"ud.noun": 1.0}
original	{"ud.adj": 0.3, "ud.noun": 0.6, "ud.propn": 0.1}
orleans	{"ud.propn": 1.0}
orr	{"ud.propn": 1.0}
ort	{"ud.noun": 1.0}
